id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
4040759,Downtown and Bound!,20895841,Stephanie,,City of Las Vegas,36.16206,-115.17512,Entire home/apt,613,3,86,2021-03-28,1.08,1,48
4041244,"Beautiful, upscale 5bed/3 full bath",20954117,Therron,,City of North Las Vegas,36.26227,-115.16587,Entire home/apt,155,3,213,2021-04-18,2.66,1,19
4066692,Private Guest House,21090523,Maria,,Unincorporated Areas,36.12719,-115.09599,Entire home/apt,81,4,166,2021-04-19,2.06,1,250
4068810,Palms Place --- City View Balcony!,20488262,Harry,,Unincorporated Areas,36.11413,-115.20368,Entire home/apt,108,1,296,2021-04-11,3.68,2,79
4083763,Enjoy the Legacy,8871741,Robin,,City of Henderson,36.0305,-115.09046,Entire home/apt,95,30,68,2017-09-25,0.85,1,37
4091317,Comfortable and Relaxing!,21220444,,,City of Las Vegas,36.19205,-115.28211,Entire home/apt,125,1,0,,,2,326
4100282,BEAUTIFUL PLACE!!!,21220444,,,Unincorporated Areas,36.13151,-115.14385,Entire home/apt,167,2,0,,,2,360
4120872,Marriott on Strip 1bdrm/Condo/4,20482140,Brett,,Unincorporated Areas,36.10783,-115.16975,Entire home/apt,180,2,8,2016-04-17,0.11,1,0
4145427,Rest and Relax,5822272,Heather,,City of Henderson,35.98791,-114.92469,Private room,75,30,24,2017-10-30,0.31,1,90
4164759,Stay In A Million Dollar Home For $249 a night!,21603394,Kevin,,City of Las Vegas,36.21323,-115.26942,Entire home/apt,278,30,34,2018-10-19,0.43,1,323
4171500,EXPERIENCE LAS VEGAS,85132,Sanford,,Unincorporated Areas,36.03483,-115.17408,Entire home/apt,286,2,2,2019-01-09,0.03,1,365
4171517,Lake View Condo @ Lake Las Vegas - Long Term ONLY,12589804,Suzana,,City of Henderson,36.1047,-114.93108,Entire home/apt,104,30,19,2021-01-31,0.26,1,0
4235499,Stay Together on The Strip - 1 Bdrm Apt w/View,220599292,Lucas,,Unincorporated Areas,36.10968,-115.17394,Entire home/apt,170,2,178,2021-03-12,2.25,14,215
4239736,MGM Signature 1 BR/ 2 BA/ Balcony/ Full Kitchen@,22000951,Donna,,Unincorporated Areas,36.10618,-115.16717,Entire home/apt,235,2,0,,,3,164
4277821,Las Vegas  2 Bedroom Charming Condo,22208827,Luisa,,Unincorporated Areas,36.09417,-115.10577,Entire home/apt,79,21,26,2021-01-22,0.35,3,223
4317823,Marriott Vegas Strip   1 bedroom,22416014,John,,Unincorporated Areas,36.10628,-115.16984,Entire home/apt,336,1,7,2018-01-11,0.09,2,358
4333877,Elegant Master Bedroom with Full Bath,21891065,Rene,,City of Henderson,36.00761,-114.94952,Private room,40,30,71,2019-07-28,0.92,10,63
4349688,Luxurious Penthouse Condo in Vegas NO RESORT FEE,22554257,Mark,,Unincorporated Areas,36.10624,-115.16563,Entire home/apt,102,1,541,2021-04-18,6.88,1,272
4360050,2BR Center Strip Condo Connected to Cosmopolitan,1188267,Nat,,Unincorporated Areas,36.11017,-115.17511,Entire home/apt,96,1,419,2021-03-31,5.30,6,19
4383599,Marriott Grand Chateau Studio,22416014,John,,Unincorporated Areas,36.10777,-115.17035,Private room,179,1,8,2019-01-10,0.12,2,0
4401993,Summerlin Retreat& Private Entrance,22850460,Joshua,,City of Las Vegas,36.16509,-115.31693,Private room,89,30,76,2018-04-10,1.04,1,365
4404218,Minutes from the strip - secluded and quiet,21212749,Rebecca,,Unincorporated Areas,36.04308,-115.12783,Entire home/apt,175,1,196,2021-02-16,2.65,1,283
4404609,Vdara SKYVILLA One Bedroom Panoramic View (RARE),22864734,Valentin,,Unincorporated Areas,36.11004,-115.17879,Entire home/apt,308,1,275,2021-04-07,3.51,1,123
4416855,BEAUTIFUL CORPORATE CONDO CLOSE TO,22925481,Ron,,Unincorporated Areas,36.0603,-115.26416,Entire home/apt,80,31,3,2021-01-08,0.17,1,132
4421626,Vacation Retreat with Pool,22923744,Debbie,,City of North Las Vegas,36.2331,-115.18688,Entire home/apt,200,30,22,2020-11-16,0.49,1,199
4428647,Luxury condo all to yourself!!  90day Minimum,22650758,Tanya,,Unincorporated Areas,36.0931,-115.20923,Entire home/apt,42,90,6,2020-09-06,0.08,1,179
4449568,"888 S # 7, 3 BR 2 Bath Convention Center Condos.",12018637,888,,Unincorporated Areas,36.12979,-115.14524,Entire home/apt,166,2,23,2018-08-15,0.29,269,0
4455529,AWESOME 2BR-2BATH RESORT,23035963,Luke,,Unincorporated Areas,36.03427,-115.17398,Entire home/apt,250,4,3,2017-06-18,0.04,1,0
4462917,"Gorgeous 1BR Slp4-ON STRIP, pools",23154360,Richard,,Unincorporated Areas,36.01007,-115.17643,Entire home/apt,90,7,13,2021-04-01,0.17,1,344
4527410,MGM Sig Studio Balcony Free Parking No Resort Fees,23471743,Vimal,,Unincorporated Areas,36.10647,-115.16719,Entire home/apt,120,2,105,2021-04-11,1.55,1,71
4607557,2bdrm LUXURY Condo near the STRIP and Arena! CES!,23853826,Janee,,Unincorporated Areas,36.10791,-115.16142,Entire home/apt,231,3,16,2019-11-10,0.23,6,0
4686031,☀2Br☀ Wyndham Grand Desert Resort GG3-IB,2995822,Kathy D,,Unincorporated Areas,36.10757,-115.16105,Entire home/apt,178,3,61,2020-09-20,0.80,49,5
4688717,LEGAL:  Sand Volleyball and Orange Turf!,18778381,Douglas,,City of Las Vegas,36.18323,-115.19222,Entire home/apt,379,5,138,2021-02-16,1.80,3,0
4692216,2Br Wyndham Grand Desert Resort g3,2995822,Kathy D,,Unincorporated Areas,36.10757,-115.16105,Entire home/apt,178,3,41,2021-04-16,0.54,49,0
4693765,OASIS IN THE MIDDLE OF EVERYTHING YET TUCKED AWAY,22222783,Thelma/Patrick,,Unincorporated Areas,36.10342,-115.13529,Entire home/apt,79,28,178,2021-01-01,2.32,1,249
4726787,Las Vegas Condo by UNLV,16331318,Ryan,,Unincorporated Areas,36.12101,-115.13461,Entire home/apt,82,2,88,2021-03-15,1.21,1,312
4729899,"Relaxing, 1.5 Blocks from Strip",22267033,Jennifer,,Unincorporated Areas,36.09691,-115.16687,Entire home/apt,220,2,10,2020-01-09,0.13,11,365
4747286,2 units of 2BR suites behind the MGM Grand,24502182,Hao,,Unincorporated Areas,36.1081,-115.16146,Private room,428,3,16,2021-04-09,0.28,3,14
4785082,Two Rooms  Shared Full Bath in Ranch Style Home,24668656,Ellen,,Unincorporated Areas,36.03835,-115.16201,Private room,80,2,377,2021-04-18,4.90,1,302
4787846,Strip Close w/ View -sleeps 8 condo! No Resort Fee,108270,Kiran,,Unincorporated Areas,36.11334,-115.18833,Entire home/apt,224,3,63,2020-02-16,0.94,2,84
4802618,"LAVENDER Bedroom, CAL KING size Bed",21148015,Bell,,Unincorporated Areas,36.03238,-115.16997,Private room,50,2,51,2020-03-09,0.69,7,96
4821712,GORGEOUS HOME IN FABULOUS LAS VEGAS,1958431,Gisel,,Unincorporated Areas,35.99986,-115.1314,Entire home/apt,139,15,17,2020-08-18,0.23,2,295
4874834,"Las Vegas Resort, Nevada,  USA",23233272,Naseem,,Unincorporated Areas,36.06074,-115.17256,Entire home/apt,109,3,6,2021-03-22,0.08,1,63
4875043,2Br Wyndham Grand Desert Resort b2,2995822,Kathy D,,Unincorporated Areas,36.10757,-115.16105,Entire home/apt,178,2,35,2021-03-28,0.48,49,51
4928155,"Relaxing, 1.5 blocks from strip (3)",22267033,Jennifer,,Unincorporated Areas,36.09683,-115.16861,Entire home/apt,233,2,5,2019-01-01,0.07,11,90
4932551,Las Vegas Tropicana Ave!!,12568111,Antoinette,,Unincorporated Areas,36.10027,-115.21428,Entire home/apt,350,2,6,2018-11-03,0.08,36,365
4932852,"Relaxing, 1.5 Blocks from Strip (4)",22267033,Jennifer,,Unincorporated Areas,36.09894,-115.16629,Entire home/apt,228,2,43,2020-03-13,0.56,11,365
4932908,The World Famous Las Vegas Bl!,12568111,Antoinette,,Unincorporated Areas,36.03427,-115.17194,Entire home/apt,369,1,4,2017-01-09,0.05,36,365
4933224,"Relaxing, 1.5 blocks from Strip (5)",22267033,Jennifer,,Unincorporated Areas,36.09818,-115.16684,Entire home/apt,220,2,2,2018-01-12,0.03,11,365
4943522,"Modern Home, Minutes to the Strip!",24717107,Ly,,Unincorporated Areas,36.08722,-115.22539,Entire home/apt,237,3,108,2021-04-12,1.43,1,288
4947292,"Relaxing, 1.5 blocks from strip (6)",22267033,Jennifer,,Unincorporated Areas,36.09855,-115.16768,Entire home/apt,213,2,7,2018-01-12,0.09,11,365
4947441,"Relaxing, 1.5 blocks from strip (7)",22267033,Jennifer,,Unincorporated Areas,36.09864,-115.16859,Entire home/apt,198,2,6,2020-01-02,0.08,11,365
4949651,2Br Wyndham Grand Desert Resort d2,2995822,Kathy D,,Unincorporated Areas,36.10757,-115.16105,Entire home/apt,178,2,90,2021-03-30,1.18,49,50
4950200,"Relaxing, 1.5 blocks from strip (8)",22267033,Jennifer,,Unincorporated Areas,36.09689,-115.16862,Entire home/apt,220,2,7,2019-11-08,0.09,11,365
4952199,Tropical Las Vegas Vacation Home,17128038,Franco,,Unincorporated Areas,36.24652,-115.27297,Entire home/apt,232,31,4,2017-06-18,0.06,3,362
4952359,Private Room in Tropical Las Vegas Vacation Home.,17128038,Franco,,Unincorporated Areas,36.24519,-115.27387,Entire home/apt,132,31,1,2018-05-19,0.03,3,362
4955150,"3BD PH On the Strip, Panoramic VIEWS, Sleeps 16+  ",25541572,Marsha,,Unincorporated Areas,36.10961,-115.17452,Entire home/apt,522,2,181,2021-03-17,2.80,4,62
4959563,Las Vegas 2BR LUXE Sleeps 6,9858795,Dragon,,City of Las Vegas,36.24655,-115.21438,Entire home/apt,161,3,3,2015-04-03,0.04,2,364
4967690,Plush room for rent,19326854,Aaron,,Unincorporated Areas,35.99452,-115.18177,Private room,23,31,17,2020-10-31,0.23,2,328
4972017,☀2Br Lockoff☀ Grand Desert Resort AA2-IB,2995822,Kathy D,,Unincorporated Areas,36.10757,-115.16105,Entire home/apt,199,2,51,2021-03-14,0.68,49,2
4978218,"Relaxing, 1.5 blocks from strip (9)",22267033,Jennifer,,Unincorporated Areas,36.0972,-115.16683,Entire home/apt,220,2,4,2018-11-02,0.06,11,365
4987724,NEWLY remodeled One Bedroom Apt; Near the Strip!,25713839,Messiah,,Unincorporated Areas,36.11546,-115.14966,Entire home/apt,73,3,163,2020-03-16,2.35,2,50
4996014,abobe,25759714,Robert,,Unincorporated Areas,36.23438,-115.06561,Private room,86,1,38,2021-03-21,0.53,1,357
4997188,"888 # 3, MGM Signature Deluxe Suite.",12018637,888,,Unincorporated Areas,36.10837,-115.16534,Hotel room,204,1,37,2020-07-05,0.49,269,273
4997934,"888 # 4, MGM Signature Deluxe Suite.",12018637,888,,Unincorporated Areas,36.10908,-115.16714,Hotel room,204,1,20,2017-08-21,0.26,269,273
5037402,Quaint 1 BD Desert Oasis SoutwestLV,26001637,,,Unincorporated Areas,36.01639,-115.29613,Private room,100,1,13,2019-01-01,0.18,1,52
5041738,Room 1 (Summerlin/Red Rock) 2 rooms available,26030134,Nique,,City of Las Vegas,36.21276,-115.26391,Private room,45,30,204,2020-01-01,2.68,2,52
5050670,MGM Signature 2BR/2BA Balcony Suite,575684,LasVegasSuites,,Unincorporated Areas,36.10775,-115.16683,Entire home/apt,355,2,17,2018-09-24,0.23,13,181
5069871,Home for 8+ near Airport/The Strip,26179823,Nancy,,Unincorporated Areas,36.06837,-115.10062,Entire home/apt,300,2,29,2019-11-10,0.40,4,141
5071791,1 BR CENTER STRIP - No Resort Fees! Free Parking!,1772843,Sheila,,Unincorporated Areas,36.11018,-115.17519,Entire home/apt,119,3,46,2021-03-14,0.61,19,316
5115194,Las Vegas 4BR Gorgeous Home,22208827,Luisa,,Unincorporated Areas,36.03094,-115.13654,Entire home/apt,140,28,12,2020-12-11,0.16,3,350
5121789,Vegas Cosy Get-away. Great Value Monthly rental.,26470924,Ann,,City of Las Vegas,36.18825,-115.21417,Entire home/apt,70,31,33,2021-03-18,0.43,1,264
5124625,"Vintage House with Private Pool, Close to Las Vegas Strip!",341826,Kathryn,,Unincorporated Areas,36.12392,-115.12876,Entire home/apt,310,2,34,2021-04-20,0.45,2,0
5136776,*SANITIZED *  Modern luxury 4miles.From LV. Blvd.,152230540,Jacob,,Unincorporated Areas,36.12357,-115.22831,Entire home/apt,356,2,236,2021-03-26,3.13,11,154
5140529,2Br Lockoff Grand Desert Resort c2,2995822,Kathy D,,Unincorporated Areas,36.10757,-115.16105,Entire home/apt,178,2,55,2020-01-24,0.73,49,53
5190347,Great Las Vegas Summerlin Home,13222760,Mark,,City of Las Vegas,36.17162,-115.27239,Entire home/apt,363,3,123,2021-01-02,1.64,2,247
5194780,Studio Next to Strip,2459201,Daniel,,Unincorporated Areas,36.10713,-115.14662,Entire home/apt,100,31,39,2017-01-10,0.53,3,179
5241228,Beautiful Home on Golf Course,3784261,William,,Unincorporated Areas,36.13083,-115.3452,Entire home/apt,350,28,6,2020-03-25,0.10,1,356
5274806,2bdrm Luxury Las Vegas Suite right on the Strip,6728469,Yesenia,,Unincorporated Areas,36.10904,-115.16896,Entire home/apt,355,7,6,2020-01-12,0.08,1,252
5329187,GLAMOUR  LAS VEGAS PRIME LOCATION PRIVATE ESTATE,26436251,Nili,,City of Las Vegas,36.15154,-115.16676,Entire home/apt,383,30,1,2019-02-24,0.04,1,233
5351108,"Guest House on Ranch, 25 to Strip",27734425,Kris,,City of Las Vegas,36.28395,-115.22607,Entire home/apt,85,3,29,2017-02-10,0.40,3,1
5364344,☀2Br Lockoff☀ Grand Desert Resort EE3-IB,2995822,Kathy D,,Unincorporated Areas,36.10757,-115.16105,Entire home/apt,199,3,44,2020-07-05,0.62,49,3
5371949,Desert Oasis | Las Vegas,3111913,Doris,,Unincorporated Areas,36.10873,-115.22679,Entire home/apt,86,5,98,2021-04-10,1.32,9,95
5423604,"2 BD, 2 BA ON THE STRIP!!",19142820,Leron,,Unincorporated Areas,36.10964,-115.17441,Entire home/apt,449,3,9,2019-01-11,0.12,2,0
5444344,Pool/Spa Acreage Near Strip!!!,16750396,Eddie And Marv,,Unincorporated Areas,36.13364,-115.22683,Entire home/apt,300,30,108,2020-12-30,1.50,1,320
5445709,Luxurious & Beautiful Oasis near Strip,28246220,Al,,Unincorporated Areas,36.037,-115.20781,Entire home/apt,245,2,124,2021-03-01,1.67,3,54
5458948,Hotel/Strip View/8 bed/5 bath,6914717,Phil,,Unincorporated Areas,36.13576,-115.22054,Entire home/apt,586,3,49,2021-04-05,0.68,2,305
5519434,A cozy room in  brand new home.,2120412,Jan,,City of Las Vegas,36.30386,-115.32405,Private room,132,2,3,2017-07-30,0.04,2,365
5556970,Resort ♡♡Style♡♡ Living♡♡ Close to Las Vegas Strip,28786281,Relocation,,Unincorporated Areas,36.11679,-115.16035,Entire home/apt,71,30,13,2021-02-21,0.18,22,14
5557482,Quiet Vegas Villa with private pool,14747173,Roy,,Unincorporated Areas,36.07725,-115.31349,Entire home/apt,228,4,139,2021-04-19,1.91,1,0
5606114,Las Vegas Dream Location,27624998,,,Unincorporated Areas,36.05969,-115.17152,Private room,179,3,1,2020-03-14,0.07,1,358
5607598,Luxury Condo Near Las Vegas Strip,28786281,Relocation,,Unincorporated Areas,36.11645,-115.16207,Entire home/apt,88,30,13,2020-08-28,0.20,22,7
5608038,Furnished 3bd 2ba house w/ sun room,29074894,Aaron,,Unincorporated Areas,36.06301,-115.12785,Entire home/apt,117,2,234,2021-03-25,3.19,1,7
5614698,Stay Together on The Strip - 2 Bedroom Apartment,220599292,Lucas,,Unincorporated Areas,36.11085,-115.17378,Entire home/apt,239,2,211,2021-04-07,2.86,14,210
5639962,5 BR Home w/ Heated Salt Water Pool & Spa!!,7020957,Zee,,Unincorporated Areas,36.04361,-115.23318,Entire home/apt,219,28,24,2021-02-26,0.33,8,1
5655195,Beautiful 2 bedroom Timeshare,28039419,Veniece,,Unincorporated Areas,36.11372,-115.21776,Entire home/apt,130,6,1,2019-11-08,0.06,1,346
5685048,Elegant & Modern 2 bedroom home NONSMOKING,9074176,Paulina,,Unincorporated Areas,36.07495,-115.30714,Entire home/apt,132,3,44,2021-04-04,0.72,1,132
5697567,12051 MGM Signature Balcony Suite NO RESORT FEES,29541293,Tanner,,Unincorporated Areas,36.10601,-115.16678,Entire home/apt,149,2,300,2021-04-16,5.91,11,41
5757965,"Spacious Home, Minutes to Strip!",29869410,Marlene,,Unincorporated Areas,36.05125,-115.1493,Entire home/apt,399,31,25,2018-01-28,0.34,1,311
5815304,Spare Bedroom with bed and closet,24043163,Kody,,Unincorporated Areas,36.13082,-115.20854,Private room,800,1,0,,,1,0
5821860,The Clifts at Peace Canyon,2207130,Guy,,Unincorporated Areas,36.10691,-115.30581,Entire home/apt,175,3,0,,,7,365
5859880,Great Location! 3 Bedrooms with LV Strip View!,5421592,James,,Unincorporated Areas,36.11346,-115.18674,Entire home/apt,199,3,81,2021-04-13,1.11,3,73
5895078,"888 # 6, MGM Signature Deluxe Suite.",12018637,888,,Unincorporated Areas,36.1089,-115.16683,Hotel room,204,1,16,2018-09-30,0.23,269,273
5914452,2BR/2BA - Just Off The Strip!,26521212,Laura,,Unincorporated Areas,36.10757,-115.16105,Entire home/apt,213,2,44,2020-07-29,0.62,13,0
5917553,"MGM Sig. Condo w/ Kitchen by Strip, NO RESORT FEE!",30730635,Laura,,Unincorporated Areas,36.10706,-115.16656,Entire home/apt,101,2,357,2021-04-11,4.87,6,101
5918270,1BR/2BA Luxury Condo,26521212,Laura,,Unincorporated Areas,36.1295,-115.17067,Entire home/apt,499,3,1,2015-05-05,0.01,13,82
5932899,Luxury Desert Resort,22216953,Lisa,,Unincorporated Areas,36.17126,-115.04133,Entire home/apt,447,4,98,2021-04-05,1.35,1,224
5943360,1 Bedroom East Downtown Las Vegas MOVED!,30853779,Brad,,City of Las Vegas,36.16422,-115.11922,Private room,9999,1,51,2019-01-12,0.72,3,89
5956030,Entire 900 sq ft condo! Fully sanitized b/t stays.,30917354,Tony,,Unincorporated Areas,36.09678,-115.24096,Entire home/apt,98,4,163,2021-04-03,2.24,2,87
5956149,"Grandview Resort -2 bedrooms,8 people",2207130,Guy,,Unincorporated Areas,36.009,-115.17572,Entire home/apt,308,3,3,2018-05-21,0.07,7,259
5961611,Panorama Towers Luxury Condo,30949002,Brent,,Unincorporated Areas,36.10832,-115.18206,Entire home/apt,225,1,0,,,1,354
6017314,Strip Bound Getaway. 4 Miles to Strip,30742333,Simon,,Unincorporated Areas,36.11491,-115.26709,Entire home/apt,80,20,114,2021-03-07,1.57,1,356
6028411,"MGM Sig. Deluxe 1bdrm, 2bath, Balc, NO RESORT FEE!",30730635,Laura,,Unincorporated Areas,36.10601,-115.16678,Entire home/apt,125,2,375,2021-04-09,5.12,6,131
6031134,Cozy 3BR 2.5BA Home West of Strip (for 31+ nights),14482816,Julie,,Unincorporated Areas,36.05589,-115.28707,Entire home/apt,152,31,52,2021-03-19,0.71,1,260
6031807,GRANDVIEW AT LAS VEGAS,2207130,Guy,,Unincorporated Areas,36.009,-115.17572,Entire home/apt,182,3,2,2018-05-21,0.03,7,0
6055217,Studio-2 BR @ Hilton Grand Vacation Club Paradise,3094379,Uchenna,,Unincorporated Areas,36.13995,-115.15228,Entire home/apt,250,3,0,,,10,362
6079503,MODERN 3 MONTH+ RENTAL,31557608,J,,Unincorporated Areas,36.0459,-115.24958,Entire home/apt,329,90,3,2015-11-05,0.04,1,357
6102552,Casa Mia,31664375,Antonia,,Unincorporated Areas,36.03477,-115.24301,Entire home/apt,370,3,91,2021-04-21,1.25,2,278
6109731,Vegas Rio Condo,23466743,Blanca,,Unincorporated Areas,36.11298,-115.18773,Entire home/apt,145,2,105,2021-04-04,1.46,1,345
6122302,#1 Master room with private bathroom,31730116,Chengcheng,,City of Las Vegas,36.13978,-115.18354,Private room,20,31,196,2021-01-21,2.68,16,325
6130990,#5 Master room with private bathroom,31730116,Chengcheng,,City of Las Vegas,36.1396,-115.18345,Private room,20,31,249,2020-09-30,3.49,16,347
6143642,Grandview Las Vegas Resort,23821333,Les,,Unincorporated Areas,36.009,-115.17572,Entire home/apt,164,5,2,2015-10-10,0.03,2,89
6154315,"1 bed with private bathroom, avoid resort fees",9774221,Daniel,,Unincorporated Areas,36.10516,-115.21437,Private room,180,3,10,2019-06-21,0.14,1,180
6165685,Your own private TownHome 10 minutes from STRIP,31986428,Tony,,Unincorporated Areas,36.09834,-115.11456,Entire home/apt,66,25,123,2020-01-31,1.76,1,228
6186267,Clean comfortable and affordable!,30657214,Martin,,Unincorporated Areas,36.01187,-115.1474,Entire home/apt,321,2,6,2021-03-28,0.16,1,25
6201415,*SANITIZED* Jungle backyard 5 miles from strip.,20029932,Arthur,,Unincorporated Areas,36.12219,-115.09772,Entire home/apt,277,2,223,2021-04-01,3.06,6,165
6211232,Las Vegas Getaway,3577743,New Spirit Family,,Unincorporated Areas,36.11546,-115.16507,Private room,400,2,0,,,1,365
6213514,VEGAS Luxury STRIPVIEW PalmsPlace Kitchen Pool A,5775724,Cassandra And Bryan,,Unincorporated Areas,36.11421,-115.1988,Entire home/apt,95,1,456,2021-04-20,6.51,20,195
6224757,Grandview Resort at Las Vegas,2083884,Julio,,City of Las Vegas,36.17031,-115.14141,Entire home/apt,85,3,1,2018-09-24,0.03,1,271
6227100,Cozy Private Room and Bath,24156980,Laura,,City of Las Vegas,36.31331,-115.28886,Private room,35,31,65,2020-10-12,0.91,1,276
6228346,"888 # 8, MGM Signature Deluxe Suite.",12018637,888,,Unincorporated Areas,36.10751,-115.16701,Hotel room,194,1,26,2021-03-28,0.36,269,270
6262663,King Bedroom near Airport/The Strip,26179823,Nancy,,Unincorporated Areas,36.07029,-115.10135,Private room,59,1,15,2020-02-24,0.21,4,140
6262970,King Bedroom near Airport/The Strip,26179823,Nancy,,Unincorporated Areas,36.06995,-115.10086,Private room,59,1,4,2020-11-21,0.07,4,0
6263382,King Bedroom near Airport/Strip,26179823,Nancy,,Unincorporated Areas,36.07014,-115.09995,Private room,59,1,6,2020-11-08,0.09,4,140
6321301,Las Vegas - Tropicana Ave 1 Bdrm Condo Resort,9296727,Jesse,,Unincorporated Areas,36.0999,-115.21345,Entire home/apt,164,2,5,2020-01-10,0.08,17,95
6321557,Las Vegas - Tropicana Ave 2 Bdrm Condo Resort,9296727,Jesse,,Unincorporated Areas,36.0999,-115.21345,Entire home/apt,183,2,6,2019-01-10,0.09,17,63
6321753,Las Vegas - Tropicana Ave 2 Bdrm Twin Condo Resort,9296727,Jesse,,Unincorporated Areas,36.0999,-115.21345,Entire home/apt,183,2,5,2018-01-11,0.07,17,88
6321837,Las Vegas - Tropicana Ave 2 Bdrm Dlx Condo Resort,9296727,Jesse,,Unincorporated Areas,36.0999,-115.21345,Entire home/apt,219,2,2,2019-01-09,0.03,17,59
6328171,2Br Wyndham Grand Desert Resort a2,2995822,Kathy D,,Unincorporated Areas,36.10757,-115.16105,Entire home/apt,178,2,79,2021-04-08,1.11,49,50
